-2	29	0	-2	29	0	-2	29	32	-2	29	36	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	100	-2	29	68	-2	29	64	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	34	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	72	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	1	1	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	4	1	12	4	1	9	3	1	10	3	1	11	3	1	12	3	1	11	4	1	12	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	1	1	6	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	11	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	7	1	2	7	1	2	7	1	1	6	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	1	1	7	-1	0	0	-1	0	0	1	7	3	1	8	3	1	5	5	1	8	3	-1	0	0	-1	0	0	-1	0	0	1	11	1	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	8	1	2	8	1	2	8	1	1	7	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	3	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	1	10	0	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
-2	29	0	-2	29	0	-2	29	50	-1	0	0	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	1	12	1	-1	0	0	-1	0	0	-1	0	0	-2	29	-56	-2	29	0	-2	29	0
