-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	32	-2	43	36	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	68	-2	43	64	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	32	-2	43	36	-2	43	100	-2	43	100	-2	43	68	-2	43	64
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	34	-2	112	-7	-2	112	-75	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-43	-2	112	-13	-2	43	72	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	32	-2	43	38	-2	112	-71	-2	112	-107	-2	112	-47	-2	112	-77	-2	43	72
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-22	-2	120	9	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	1	-2	120	3	-2	112	90	-2	43	-20	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	68	-2	43	64	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	32	-2	43	36	-2	43	102	-2	112	-87	-2	112	-90	-2	120	15	-2	112	104	-2	112	54	-2	43	-56
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	120	8	-2	120	0	-2	120	0	-2	120	0	-2	120	0	-2	120	0	-2	120	0	-2	120	2	-2	112	-4	-2	112	117	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-43	-2	112	-45	-2	43	108	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	100	-2	43	102	-2	112	-71	-2	112	-91	-2	112	-26	-2	120	15	-2	42	-69	-2	112	-22	-2	120	15	-2	43	-120
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	120	12	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	4	-2	120	6	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	7	-2	112	124	-2	112	117	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-11	-2	112	-27	-2	112	-26	-2	120	9	-2	120	3	-2	42	-87	-2	42	-74	-2	112	-70	-2	43	-55	-2	43	-128
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	42	-39	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-109	-2	120	13	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	5	-2	120	12	-2	42	-120	-2	42	-94	-2	112	-23	-2	112	-74	-2	43	-56	-2	43	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	16	-2	42	17	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-127	-2	42	-128	-2	42	50	-2	112	-22	-2	120	15	-2	43	-120	-2	43	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	32	-2	42	54	-2	112	-70	-2	43	-55	-2	43	-128	-2	43	0
-2	43	0	-2	43	0	-2	43	0	-2	43	0	-2	43	50	-2	112	-6	-2	42	-56	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	34	-2	112	-23	-2	112	-74	-2	43	-56	-2	43	0	-2	43	0
