-2	82	4	-2	82	64	-2	82	32	-2	82	36	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	68	-2	82	64	-2	82	0	-2	82	0	-2	82	0	-2	82	32	-2	82	36	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	100	-2	82	68	-2	82	98	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	3	-2	82	76	-2	82	66	-2	90	13	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	7	-2	82	44	-2	82	100	-2	82	100	-2	82	68	-2	82	98	-2	90	9	-2	90	1	-2	90	1	-2	90	1	-2	90	1	-2	90	1	-2	90	1	-2	90	1	-2	90	3	-2	82	122	-2	117	-7	-2	117	-75	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-43	-2	117	-13	0	14	6	0	15	6	0	14	6	0	15	6	0	14	6	0	15	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	6	-2	90	7	-2	82	60	-2	82	117	-2	82	-11	-2	82	-43	-2	82	-47	-2	82	-111	-2	82	-111	-2	82	-125	-2	90	13	-2	90	5	-2	90	5	-2	90	7	-2	82	26	-2	90	12	-2	90	4	-2	90	4	-2	90	4	-2	82	61	-2	82	-43	-2	82	-15	-2	82	-73	-2	90	6	-2	82	-6	-2	117	-22	-2	125	9	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	3	-2	117	122	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	0	15	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	82	53	-2	82	-25	-2	90	9	-2	90	1	-2	90	1	-2	90	3	-2	82	108	-2	82	100	-2	82	100	-2	82	116	-2	82	117	-2	82	-11	-2	82	-11	-2	82	-27	-2	82	-12	-2	82	117	-2	82	-11	-2	82	-11	-2	82	-25	-2	90	0	-2	90	0	-2	82	110	-2	90	0	-2	90	2	-2	82	-2	-2	117	-6	-2	125	8	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	2	-2	117	-6	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	1	-2	90	3	-2	90	12	-2	90	4	-2	90	4	-2	90	6	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	5	-2	90	4	-2	90	4	-2	90	4	-2	90	4	-2	90	6	-2	90	7	-2	117	-70	-2	125	12	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	6	-2	117	-6	0	14	6	0	15	6	0	14	6	0	15	6	0	14	6	0	15	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	4	-2	90	6	-2	82	61	-2	82	-43	-2	82	-13	-2	117	-7	-2	117	-75	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-11	-2	117	-27	-2	117	-10	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	-2	117	-6	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	0	15	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	0	-2	82	-49	-2	90	0	-2	90	0	-2	82	58	-2	117	-22	-2	125	9	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	1	-2	125	3	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	-2	117	-6	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	4	-2	90	4	-2	82	125	-2	82	-59	-2	82	-14	-2	117	-6	-2	125	8	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	0	-2	125	2	0	14	6	0	15	6	0	14	6	0	15	6	0	14	6	0	15	6	0	14	6	-2	117	-6	0	14	6	0	15	6	0	14	6	0	15	6	0	14	6	0	15	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	82	55	-2	90	10	-2	90	1	-2	90	3	-2	82	58	-2	117	-6	-2	125	12	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	4	-2	125	6	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	-2	117	-6	0	14	7	0	15	7	0	14	7	0	15	7	0	14	7	0	15	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	90	4	-2	90	14	-2	90	4	-2	82	-87	-2	82	-74	-2	117	-6	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	-2	117	-6	0	14	5	0	15	5	0	14	5	0	15	5	0	14	5	0	15	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
